gene,ESR,chromosome,start,end,size,GC%,strand,ortholog code1,ortholog code2,ortholog species,expression on glucose,average log2FC,annotation
SAKL0F09592g,positive,6,736045,737034,990,45.25,1,YIL077C,YIL077C,Sace,8.4935503,0.3399353,"similar to uniprot|P40508 Saccharomyces cerevisiae YIL077C  Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)"
SAKL0F09900g,positive,6,760089,761483,1395,40,-1,YDL180W,YDL180W,Sace,8.9509182,0.3265558,similar to uniprot|Q12301 Saccharomyces cerevisiae YDL180W  Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole
SAKL0F10186g,positive,6,783492,784082,591,41.96,-1,Con_hy_pr173,Con_hy_pr173,Klla,8.1382471,0.5052022,similar to uniprot|Q6CL67 Kluyveromyces lactis hypothetical protein
SAKL0F10362g,positive,6,796504,798711,2208,42.03,-1,YDL138W,RGT2,Sace,7.8378459,0.6806882,similar to uniprot|Q12300 Saccharomyces cerevisiae YDL138W (ohnolog of YDL194W) RGT2 Plasma membrane high glucose sensor that regulates glucose transport; contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; highly similar to Snf3p
SAKL0F10692g,positive,6,832747,834204,1458,36.83,-1,YDL146W,LDB17,Sace,8.1408257,0.3593584,"similar to uniprot|Q12342 Saccharomyces cerevisiae YDL146W LDB17 Protein involved in the regulation of endocytosis; transiently recruited to actin cortical patches in a SLA1-dependent manner after late coat component assembly; GFP-fusion protein localizes to the periphery, cytoplasm, bud, and bud neck"
SAKL0F10780g,positive,6,839946,842735,2790,38.35,-1,YDL149W,ATG9,Sace,8.1715963,0.4721919,"similar to uniprot|Q12142 Saccharomyces cerevisiae YDL149W ATG9 Transmembrane protein involved in forming Cvt and autophagic vesicles; cycles between the phagophore assembly site (PAS) and other cytosolic punctate structures, not found in autophagosomes; may be involved in membrane delivery to the PAS"
SAKL0F11044g,positive,6,864648,865571,924,43.4,-1,YLR209C,PNP1,Sace,10.6578287,0.268481,"similar to uniprot|Q05788 Saccharomyces cerevisiae YLR209C PNP1 Purine nucleoside phosphorylase, specifically metabolizes inosine and guanosine nucleosides; involved in the nicotinamide riboside salvage pathway"
SAKL0F11484g,positive,6,893482,894009,528,42.8,1,YDL169C,UGX2,Sace,7.4275028,0.6977144,"weakly similar to uniprot|P32772 Saccharomyces cerevisiae YDL169C UGX2 Protein of unknown function, transcript accumulates in response to any combination of stress conditions"
SAKL0F12672g,positive,6,988160,988519,360,39.44,1,YBL078C,ATG8,Sace,8.7193031,0.8568236,"highly similar to uniprot|P38182 Saccharomyces cerevisiae YBL078C ATG8 Component of autophagosomes and Cvt vesicles; undergoes conjugation to phosphatidylethanolamine (PE); Atg8p-PE is anchored to membranes, is involved in phagophore expansion, and may mediate membrane fusion during autophagosome formation"
SAKL0F13442g,positive,6,1065165,1068626,3462,40.79,1,YPR026W,ATH1,Sace,7.0270227,0.7300729,similar to uniprot|P48016 Saccharomyces cerevisiae YPR026W ATH1 Acid trehalase required for utilization of extracellular trehalose
SAKL0F13552g,positive,6,1076192,1076833,642,44.24,-1,YBL102W,SFT2,Sace,9.8030019,0.2384421,"highly similar to uniprot|P38166 Saccharomyces cerevisiae YBL102W SFT2 Non-essential tetra-spanning membrane protein found mostly in the late Golgi, can suppress some sed5 alleles; may be part of the transport machinery, but precise function is unknown; similar to mammalian syntaxin 5"
SAKL0F14278g,positive,6,1143922,1144782,861,41.35,1,YJR096W,YJR096W,Sace,9.1932737,0.5864096,highly similar to uniprot|P47137 Saccharomyces cerevisiae YJR096W  Putative xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA- damaging agent MMS
SAKL0F14806g,positive,6,1196694,1197047,354,40.11,1,YBL049W,MOH1,Sace,3.6539137,2.4379586,"similar to uniprot|P38191 Saccharomyces cerevisiae YBL049W MOH1 Protein of unknown function, has homology to kinase Snf7p; not required for growth on nonfermentable carbon sources; essential for survival in stationary phase"
SAKL0F15400g,positive,6,1239471,1241990,2520,41.63,1,YER024W,YAT2,Sace,8.81262,0.7183792,"similar to uniprot|P40017 Saccharomyces cerevisiae YER024W YAT2 Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane"
SAKL0F16126g,positive,6,1303269,1307831,4563,41.75,1,YPR184W,GDB1,Sace,9.7492437,0.9451675,"highly similar to uniprot|O93808 Saccharomyces cerevisiae YPR184W GDB1 Glycogen debranching enzyme containing glucanotranferase and alpha-1,6- amyloglucosidase activities, required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p"
SAKL0F16412g,positive,6,1346159,1346773,615,45.2,-1,YIR038C,GTT1,Sace,11.8969269,0.6147677,"similar to uniprot|P40582 Saccharomyces cerevisiae YIR038C GTT1 ER associated glutathione S-transferase capable of homodimerization; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p, Grx1p, and Grx2p"
SAKL0F16566g,positive,6,1367791,1369212,1422,50.35,1,YOL140W,ARG8,Sace,6.0788692,0.8237333,"weakly similar to uniprot|P18544 Saccharomyces cerevisiae YOL140W ARG8 Acetylornithine aminotransferase, catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine"
SAKL0F16588g,positive,6,1369763,1371610,1848,51.79,-1,YDR034C,LYS14,Sace,9.0551244,0.6353162,weakly similar to uniprot|P40971 Saccharomyces cerevisiae YDR034C LYS14 Transcriptional activator involved in regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co- inducer
SAKL0G01210g,positive,7,104721,105071,351,42.45,1,YOR052C,YOR052C,Sace,9.9387752,0.8640263,"similar to uniprot|O00017 Saccharomyces cerevisiae YOR052C  Nuclear protein of unknown function; expression induced by nitrogen limitation in a GLN3, GAT1-independent manner and by weak acid; transcriptionally regulated by Rpn4p along with proteasome subunit genes; putative ortholog of human AIRAP, which stimulates proteasome activity in response to arsenic"
SAKL0G01320g,positive,7,110958,113066,2109,44.95,-1,YKR067W,GPT2,Sace,10.7546762,0.2173378,similar to uniprot|P36148 Saccharomyces cerevisiae YKR067W GPT2 Glycerol-3-phosphate/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase located in lipid particles and the ER; involved in the stepwise acylation of glycerol-3-phosphate and dihydroxyacetone in lipid biosynthesis
SAKL0G01914g,positive,7,162612,163601,990,41.52,1,YHR104W,GRE3,Sace,11.0053239,0.4846583,"highly similar to uniprot|P38715 Saccharomyces cerevisiae YHR104W GRE3 Aldose reductase involved in methylglyoxal, d-xylose, arabinose, and galactose metabolism; stress induced (osmotic, ionic, oxidative, heat shock, starvation and heavy metals); regulated by the HOG pathway"
SAKL0G02222g,positive,7,186449,187585,1137,44.42,-1,YHR112C,YHR112C,Sace,10.4405581,0.2559467,highly similar to uniprot|P38716 Saccharomyces cerevisiae YHR112C  Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway
SAKL0G02530g,positive,7,208952,209890,939,42.92,1,YDR368W,YPR1,Sace,11.5709189,0.7138932,"highly similar to uniprot|Q12458 Saccharomyces cerevisiae YDR368W (ohnolog of YOR120W) YPR1 NADPH- dependent aldo-keto reductase, reduces multiple substrates including 2-methylbutyraldehyde and D,L-glyceraldehyde, expression is induced by osmotic and oxidative stress; functionally redundant with other aldo-keto reductases"
SAKL0G02596g,positive,7,214675,215877,1203,41.48,-1,YDR370C,YDR370C,Sace,8.7824213,0.3977025,similar to uniprot|Q06349 Saccharomyces cerevisiae YDR370C  Putative protein of unknown function
SAKL0G03432g,positive,7,282042,283655,1614,40.21,-1,YDR387C,YDR387C,Sace,9.5407258,0.2396555,"similar to uniprot|Q04162 Saccharomyces cerevisiae YDR387C  Putative transporter, member of the sugar porter family; YDR387C is not an essential gene"
SAKL0G04136g,positive,7,340527,341277,751,41.55,-1,NS60,NS60,NS,8.0505122,0.2923276,no similarity
SAKL0G04158g,positive,7,341743,343035,1293,48.18,-1,YOR155C,ISN1,Sace,10.0839116,0.3234677,"similar to uniprot|Q99312 Saccharomyces cerevisiae YOR155C ISN1 Inosine 5'-monophosphate (IMP)-specific 5'- nucleotidase, catalyzes the breakdown of IMP to inosine, does not show similarity to known 5'-nucleotidases from other organisms"
SAKL0G04422g,positive,7,362111,364057,1947,40.68,-1,YML042W,CAT2,Sace,7.3631191,1.5634774,"similar to uniprot|P32796 Saccharomyces cerevisiae YML042W CAT2 Carnitine acetyl-CoA transferase present in both mitochondria and peroxisomes, transfers activated acetyl groups to carnitine to form acetylcarnitine which can be shuttled across membranes"
SAKL0G05962g,positive,7,486270,488720,2451,42.23,-1,YML029W,USA1,Sace,10.0201658,0.2277246,"similar to uniprot|Q03714 Saccharomyces cerevisiae YML029W USA1 Scaffold subunit of the Hrd1p ubiquitin ligase that also promotes ligase oligomerization; involved in ER-associated protein degradation (ERAD); interacts with the U1 snRNP-specific protein, Snp1p"
SAKL0G06820g,positive,7,562626,562853,228,42.54,-1,YOR020W-A,YOR020W-A,Sace,10.2304307,0.3189216,"similar to uniprot|Q3E824 Saccharomyces cerevisiae YOR020W-A  Putative protein of unknown function, conserved in A. gossypii; the authentic, non-tagged protein is detected in highly purified mitochondria in high- throughput studies"
SAKL0G06908g,positive,7,568249,569100,852,44.53,-1,YOR094W,ARF3,Sace,7.6252572,0.6185595,"some similarities with uniprot|P40994 Saccharomyces cerevisiae YOR094W ARF3 Glucose-repressible ADP- ribosylation factor, GTPase of the Ras superfamily involved in development of polarity; also has mRNA binding activity"
SAKL0G07106g,positive,7,582144,584519,2376,44.57,-1,YDR258C,HSP78,Sace,9.4536309,0.805389,highly similar to uniprot|P33416 Saccharomyces cerevisiae YDR258C HSP78 Oligomeric mitochondrial matrix chaperone that cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates
SAKL0G07194g,positive,7,589776,591308,1533,39.33,1,YOR030W,DFG16,Sace,8.9239991,0.3741645,"weakly similar to uniprot|Q99234 Saccharomyces cerevisiae YOR030W DFG16 Probable multiple transmembrane protein, involved in diploid invasive and pseudohyphal growth upon nitrogen starvation; required for accumulation of processed Rim101p"
SAKL0G07260g,positive,7,592935,593885,951,39.54,1,YDR262W,YDR262W,Sace,10.7341394,0.4479141,similar to uniprot|Q12331 Saccharomyces cerevisiae YDR262W  Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole and is induced in response to the DNA-damaging agent MMS; gene expression increases in response to Zymoliase treatment
SAKL0G07348g,positive,7,602002,604212,2211,39.26,-1,YOR035C,SHE4,Sace,8.8064458,0.3395245,"similar to uniprot|P51534 Saccharomyces cerevisiae YOR035C SHE4 Protein containing a UCS (UNC-45/CRO1/SHE4) domain, binds to myosin motor domains to regulate myosin function; involved in endocytosis, polarization of the actin cytoskeleton, and asymmetric mRNA localization"
SAKL0G08030g,positive,7,678831,681125,2295,40.31,1,Con_hy_pr192,Con_hy_pr192,Lath,6.4126905,0.6795663,weakly similar to uniprot|C5DHD3 Lachancea thermotolerans KLTH0E03432g hypothetical protein
SAKL0G08096g,positive,7,687959,688906,948,42.19,-1,YNL165W,YNL165W,Sace,9.2108231,0.6554596,weakly similar to uniprot|P53891 Saccharomyces cerevisiae YNL165W  Putative protein of unknown function; YNL165W is not an essential gene
SAKL0G10802g,positive,7,916549,918123,1575,42.6,1,YHR050W,SMF2,Sace,10.5005964,0.2135773,similar to uniprot|P38778 Saccharomyces cerevisiae YHR050W SMF2 Divalent metal ion transporter involved in manganese homeostasis; has broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins
SAKL0G11132g,positive,7,948460,950391,1932,43.84,1,Con_hy_pr199,Con_hy_pr199,Klla,8.1970209,0.8062222,similar to uniprot|Q6CNL5 Kluyveromyces lactis hypothetical protein
SAKL0G11308g,positive,7,966360,970562,4203,41.04,-1,YJL042W,MHP1,Sace,9.9708788,0.2056287,similar to uniprot|P43638 Saccharomyces cerevisiae YJL042W MHP1 Microtubule-associated protein involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins
SAKL0G11374g,positive,7,973599,974576,978,48.16,-1,YKL151C,YKL151C,Sace,8.4766635,0.5553561,similar to uniprot|P36059 Saccharomyces cerevisiae YKL151C  Putative protein of unknown function; YKL151C promoter contains STREs (stress response elements) and expression is induced by heat shock or methyl methanesulfonate; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
SAKL0G11550g,positive,7,986891,987544,654,38.99,1,YKL142W,MRP8,Sace,12.1043132,0.3198471,highly similar to uniprot|P35719 Saccharomyces cerevisiae YKL142W MRP8 Protein of unknown function; undergoes sumoylation; transcription induced under cell wall stress; protein levels are reduced under anaerobic conditions; originally thought to be a mitochondrial ribosomal protein based on sequence analysis
SAKL0G12496g,positive,7,1061243,1063948,2706,37.92,1,YLR001C,YLR001C,Sace,8.6444455,0.4331347,"similar to uniprot|Q07895 Saccharomyces cerevisiae YLR001C  Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated"
SAKL0G13706g,positive,7,1173734,1177030,3297,44.62,-1,YJL020C,BBC1,Sace,10.6420717,0.2205903,weakly similar to uniprot|P47068 Saccharomyces cerevisiae YJL020C BBC1 Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches
SAKL0G14080g,positive,7,1211318,1212322,1005,41.99,1,YJR008W,YJR008W,Sace,7.3945167,0.7925546,similar to uniprot|P47085 Saccharomyces cerevisiae YJR008W  Putative protein of unknown function; expression repressed by inosine and choline in an Opi1p-dependent manner; expression induced by mild heat-stress on a non- fermentable carbon source.
SAKL0G14168g,positive,7,1222838,1224733,1896,45.2,-1,YGR194C,XKS1,Sace,10.9675918,0.3182528,"similar to uniprot|P42826 Saccharomyces cerevisiae YGR194C XKS1 Xylulokinase, converts D-xylulose and ATP to xylulose 5-phosphate and ADP; rate limiting step in fermentation of xylulose; required for xylose fermentation by recombinant S. cerevisiae strains"
SAKL0G14564g,positive,7,1256845,1257795,951,44.06,-1,YJR019C,TES1,Sace,9.0203435,0.4466437,similar to uniprot|P41903 Saccharomyces cerevisiae YJR019C TES1 Peroxisomal acyl-CoA thioesterase likely to be involved in fatty acid oxidation rather than fatty acid synthesis; conserved protein also found in human peroxisomes; TES1 mRNA levels increase during growth on fatty acids
SAKL0G14586g,positive,7,1257984,1258892,909,42.35,1,YGR205W,TDA10,Sace,8.971466,0.3240673,similar to uniprot|P42938 Saccharomyces cerevisiae YGR205W TDA10 ATP-binding protein of unknown function; crystal structure resembles that of E.coli pantothenate kinase and other small kinases; null mutant is sensitive to expression of the top1-T722A allele
SAKL0G15400g,positive,7,1325560,1327194,1635,39.45,1,YHR150W,PEX28,Sace,7.0605686,0.409019,"similar to uniprot|P38848 Saccharomyces cerevisiae YHR150W PEX28 Peroxisomal integral membrane peroxin, involved in the regulation of peroxisomal size, number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p, Pex31p, and Pex32p"
SAKL0G15532g,positive,7,1336097,1336798,702,46.44,1,YGR232W,NAS6,Sace,9.1500914,0.438169,"similar to uniprot|P50086 Saccharomyces cerevisiae YGR232W NAS6 Proteasome-interacting protein involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); ortholog of human oncoprotein gankyrin, which interacts with the Rb tumor suppressor and CDK4/6"
SAKL0G15950g,positive,7,1371029,1371352,324,38.58,-1,YLR408C,BLS1,Sace,8.0128779,0.3011835,similar to uniprot|Q06071 Saccharomyces cerevisiae YLR408C BLS1 Putative protein of unknown function; likely member of BLOC complex involved in endosomal cargo sorting; green fluorescent protein (GFP)-fusion protein localizes to the endosome; YLR408C is not an essential gene
